iid,nodes,edges,best_score
37060,522,6299,5
39421,522,532,175
40318,522,778,34
66960,522,531,176
18035,522,532,60
18458,522,575,107
18546,522,589,103
19220,522,3295,69
57895,522,652,150
59198,522,590,174
83615,522,569,28
84359,522,4619,29
13155,522,544,76
15724,522,634,99
17571,522,685,112
13870,523,559,129
14321,523,570,83
60497,523,564,162
61770,523,661,11
28838,523,1967,22
28861,523,1301,93
31838,523,623,100
33815,523,676,113
43944,523,1153,62
51501,523,1054,49
77024,523,525,177
40683,523,539,173
42485,523,1740,42
18212,523,570,110
18408,523,581,97
18753,523,621,126
51876,523,1465,86
55349,523,572,19
68030,524,523,3
12186,524,626,122
12293,524,709,111
16185,524,681,115
16376,524,662,112
60418,524,534,176
60869,524,5252,6
60902,524,536,177
62463,524,547,176
65266,524,537,4
46778,524,4348,39
48365,524,2227,31
17809,524,574,113
21819,524,559,178
22103,524,574,175
22640,524,570,173
25143,524,718,158
82884,524,556,182
83178,524,578,178
38617,524,3872,102
41881,524,531,175
39613,525,15049,68
39721,525,531,177
42221,525,1883,45
43423,525,724,55
43528,525,862,50
62510,525,552,174
63930,525,552,171
68570,525,593,171
27785,525,560,180
31167,525,691,107
54237,525,542,177
57236,525,545,176
11350,525,1757,77
11777,525,623,115
12634,525,675,127
16727,525,583,120
17455,525,620,91
84466,525,1003,99
47377,525,736,156
49795,525,731,151
18361,525,566,91
25239,525,722,160
18411,526,576,101
55426,526,764,15
69820,526,528,177
76096,526,4009,63
39549,526,4293,58
42078,526,2116,47
42241,526,558,175
43520,526,1515,42
29438,526,548,73
31453,526,621,92
49664,526,529,178
11609,526,640,102
11838,526,630,127
15198,526,618,124
81989,526,696,168
37681,527,5034,3
39077,527,1889,64
39591,527,2821,61
39705,527,2711,84
39785,527,1800,78
42681,527,1121,47
43023,527,530,176
57242,527,641,165
19258,527,683,168
25926,527,554,186
15078,527,597,70
16721,527,590,104
26851,527,564,183
44479,527,1351,33
46420,527,1668,36
48206,527,563,29
49649,527,898,35
49689,527,643,160
44213,528,624,47
46766,528,687,170
48631,528,531,177
56504,528,563,17
84955,528,527,177
69227,528,530,179
76534,528,596,160
33905,528,704,127
18206,528,620,105
19291,528,691,162
19334,528,698,165
21885,528,555,180
22090,528,565,182
26283,528,562,185
18734,529,615,133
18784,529,606,132
85544,529,528,177
43728,529,572,174
45360,529,528,9
45386,529,772,43
46775,529,822,26
49001,529,3749,56
43025,529,552,176
59631,529,671,17
31657,529,719,127
31797,529,624,78
34628,529,865,115
74311,529,701,169
11801,529,633,93
12127,529,678,142
17596,529,566,67
11782,530,636,124
13164,530,568,65
40742,530,1270,68
41212,530,545,177
48679,530,544,181
48740,530,712,165
50346,530,666,168
19708,530,702,169
22619,530,582,178
51691,530,1235,103
68729,530,534,182
28419,530,2506,65
30856,530,588,97
31117,530,651,109
33857,530,2645,12
34299,530,741,136
34389,530,559,52
28890,531,4585,23
30916,531,637,119
34479,531,637,114
18387,531,616,109
18547,531,560,103
18902,531,604,114
19090,531,1205,104
26409,531,562,180
39302,531,3953,50
39495,531,2054,63
41535,531,541,176
41980,531,593,177
14446,531,530,178
84878,531,538,178
85294,531,530,178
43822,531,1536,37
44646,531,6098,32
78735,531,574,174
79152,531,535,178
60742,531,553,178
60910,531,572,172
61397,531,543,178
67765,531,565,185
63781,532,5305,45
85055,532,535,180
85531,532,628,167
40239,532,728,86
40727,532,898,70
42636,532,1480,36
19633,532,680,168
20710,532,709,163
15135,532,593,118
75346,532,748,153
79208,532,533,178
47430,532,2800,32
47485,532,662,175
50958,532,1245,101
47504,533,666,166
17843,533,687,127
18124,533,571,95
18538,533,625,136
19054,533,1244,102
22176,533,588,178
26410,533,561,183
83627,533,1057,94
84322,533,2647,64
29546,533,579,54
39552,533,1059,28
43558,533,4822,41
711,533,27811,21
11507,533,665,112
11635,533,697,98
12340,533,686,116
12538,533,766,116
52686,533,603,27
59255,533,556,176
31445,534,687,105
31645,534,658,111
18070,534,598,102
26069,534,560,182
45602,534,561,180
49099,534,557,174
49225,534,668,167
49858,534,1217,103
50339,534,558,176
51344,534,1302,102
60990,534,541,180
61841,534,789,148
85155,534,545,178
67951,534,682,5
74076,534,730,164
78581,534,538,181
35953,534,1276,101
38207,534,997,35
39829,534,2540,67
39917,534,2657,71
40260,534,2759,65
40655,534,2106,59
41245,534,591,179
41302,534,1677,77
39657,535,2838,70
40600,535,552,179
40695,535,898,42
40781,535,3006,54
40852,535,577,178
18517,535,593,86
56021,535,666,155
28264,535,596,183
30385,535,655,127
31285,535,595,90
31476,535,620,107
49641,535,667,159
77926,535,543,178
11776,535,745,127
14929,535,619,105
15742,535,592,84
81940,535,676,168
85552,535,536,178
31842,536,704,93
18509,536,634,123
39103,536,938,51
39457,536,622,174
40323,536,1859,104
43296,536,9108,50
14165,536,596,109
14264,536,595,94
44066,536,557,179
76883,536,537,179
77403,536,536,179
74054,537,536,3
74411,537,725,163
18219,537,580,96
25762,537,573,186
30477,537,634,109
30884,537,1436,91
60326,537,921,9
64897,537,557,180
67718,537,596,16
81886,537,718,167
82711,537,578,188
51716,537,591,176
47447,537,539,179
39452,537,813,51
40574,537,1789,73
42276,537,1139,65
43387,537,1507,42
43413,537,3382,61
14774,537,575,71
16512,537,596,100
12218,538,714,130
12228,538,670,117
13880,538,578,84
17698,538,595,100
83891,538,1838,96
85070,538,537,181
27606,538,565,189
28886,538,4570,46
30516,538,571,72
77064,538,544,180
17762,538,574,105
22140,538,578,188
25394,538,680,165
37890,538,725,57
39768,538,4159,86
40321,538,1898,82
41214,538,4533,53
48461,538,558,180
50315,538,1839,76
44402,539,1516,38
44545,539,547,179
48878,539,563,179
49861,539,554,179
50851,539,1393,96
69739,539,539,181
11881,539,644,120
12075,539,638,116
13099,539,625,87
82867,539,568,189
38601,539,616,175
18558,539,632,135
18594,539,584,103
23416,539,1172,15
23569,539,983,18
22944,540,1317,101
25982,540,570,189
12064,540,625,99
13559,540,589,66
14653,540,541,181
14811,540,640,106
17377,540,619,105
73887,540,1774,77
73992,540,596,181
27289,540,566,188
27526,540,1264,107
31109,540,664,123
48940,540,2056,83
49030,540,573,178
49116,540,684,177
49693,540,664,152
61146,540,542,181
63662,540,543,180
39864,540,2297,58
41576,540,593,58
51818,540,609,24
53479,540,659,168
56856,540,546,180
44011,541,1686,38
46012,541,570,181
46393,541,1359,34
46459,541,1474,36
48504,541,665,157
70577,541,605,5
22977,541,2210,78
15366,541,602,63
15818,541,654,95
29339,541,610,110
34575,541,715,113
37760,541,4658,6
40484,541,585,178
40526,541,2617,81
42391,541,1700,34
42691,541,1720,40
43070,541,1628,36
82070,541,741,162
83571,542,1352,101
12207,542,668,115
15156,542,616,112
16411,542,616,74
78586,542,550,181
79825,542,542,182
54861,542,557,181
46336,542,620,40
46840,542,675,139
17984,542,569,77
19249,542,738,165
21165,542,567,187
37898,542,1832,20
41244,542,1159,64
41921,542,556,182
41939,542,21187,15
61905,542,565,182
30797,542,624,115
31353,542,642,122
27235,543,577,186
31819,543,577,60
34376,543,1276,107
43721,543,1792,35
74142,543,720,171
76892,543,546,183
11792,543,689,131
12032,543,709,114
13220,543,568,71
13267,543,585,101
59834,543,715,13
17942,543,596,114
18106,543,604,114
20046,543,710,171
36181,543,1654,132
39005,543,556,181
40324,543,3254,86
42323,543,1916,37
43497,543,576,184
36711,544,10417,21
38147,544,7806,15
40629,544,2977,3
74759,544,588,192
44759,544,650,38
47174,544,1407,32
80316,544,607,171
17886,544,606,128
19431,544,725,171
22342,544,606,178
24350,544,3045,37
24870,544,1139,114
25866,544,4284,48
13166,544,595,94
15321,544,639,105
16745,544,590,93
12023,545,620,110
14258,545,599,67
14670,545,653,87
16254,545,614,80
45313,545,559,183
50491,545,1300,101
69486,545,544,3
70700,545,548,3
77393,545,558,180
77653,545,549,183
79436,545,547,182
79970,545,549,182
38145,545,7840,15
39704,545,581,181
40449,545,842,48
41711,545,1064,44
26711,545,579,189
29322,545,581,93
31073,545,639,103
31331,545,665,70
33922,545,682,142
52906,545,677,164
19078,545,1227,103
82631,545,637,177
30475,546,612,90
31085,546,656,82
31099,546,619,121
31540,546,677,75
31723,546,670,113
69141,546,569,6
12145,546,808,131
12404,546,660,138
17572,546,692,118
43794,546,732,23
44857,546,1532,41
45418,546,550,188
45987,546,650,41
49420,546,776,153
19128,546,1313,102
23351,546,1294,24
52836,546,551,180
53012,546,1456,17
55685,546,552,182
56323,546,604,181
59264,546,1240,11
11677,547,627,113
67964,547,570,181
77946,547,547,183
27244,547,584,185
30861,547,607,84
17939,547,586,90
18739,547,603,115
18805,547,606,105
45194,547,661,46
48339,547,678,154
51054,547,688,164
63037,547,554,183
64759,548,768,24
66155,548,614,7
78399,548,549,184
13250,548,584,105
14666,548,587,103
16191,548,674,118
81441,548,12248,4
81915,548,705,186
52094,548,556,11
36064,548,548,202
40761,548,1714,62
43362,548,1189,35
44017,548,584,181
45225,548,599,35
46598,548,2635,34
29039,548,5622,59
30608,548,596,116
33836,548,2819,10
17785,548,669,117
18339,548,2199,78
18363,548,613,120
18690,548,637,124
18737,548,595,108
25507,548,690,167
26443,548,570,188
713,549,15661,45
11704,549,638,97
14904,549,608,86
59852,549,559,184
68484,549,557,6
77067,549,555,184
77073,549,555,182
78059,549,549,183
27726,549,585,187
30709,549,606,108
31108,549,638,102
38367,549,582,187
42731,549,561,183
43411,549,971,58
49118,549,595,185
43651,550,567,185
50976,550,1512,93
11508,550,650,113
12267,550,645,116
12492,550,765,136
12716,550,578,182
13743,550,588,93
52885,550,561,181
55913,550,3801,10
18831,550,579,94
19537,550,670,175
26599,550,593,187
39094,550,12014,61
42812,550,6517,67
26837,550,575,189
27156,550,596,185
33693,550,1414,38
26737,551,587,188
29247,551,1969,79
714,551,33998,17
11826,551,688,142
12012,551,726,121
15640,551,604,71
16101,551,633,122
59931,551,564,188
63280,551,609,8
44332,551,592,185
46802,551,609,42
47386,551,747,169
40541,551,594,63
40658,551,590,10
40977,551,863,108
42054,551,669,35
42906,551,1915,38
24871,551,2373,69
18195,552,623,94
20349,552,725,180
22999,552,4127,51
52429,552,616,11
53598,552,684,152
81057,552,551,88
41354,552,579,181
74352,552,736,172
78907,552,556,184
53302,553,987,17
53422,553,559,183
60399,553,1197,13
15377,553,742,171
16992,553,660,132
29175,553,1597,89
29615,553,637,123
30842,553,611,107
17881,553,577,73
21862,553,589,188
25893,553,578,194
40765,553,1619,54
42079,553,606,183
82962,553,603,188
84596,553,3170,72
44703,553,1728,46
50769,553,1401,98
50941,553,714,21
51596,553,1313,108
45366,554,577,19
46702,554,684,146
48053,554,574,184
31260,554,692,97
60365,554,5158,8
62580,554,815,10
65796,554,565,185
66187,554,571,183
74648,554,623,186
75245,554,721,162
85128,554,564,184
85423,554,574,185
26236,554,576,195
26541,554,593,188
41455,554,2538,43
42457,554,581,184
43567,554,561,30
38803,555,4424,80
39173,555,1190,103
30905,555,615,115
31090,555,635,98
44947,555,777,45
45412,555,586,184
48129,555,681,184
11812,555,679,121
12516,555,727,128
14150,555,604,95
15435,555,653,100
18446,555,658,137
18567,555,1494,93
19448,555,738,171
26119,555,587,189
81334,555,723,162
82916,555,609,187
44113,556,607,47
45433,556,583,184
42367,556,1685,37
66238,556,5573,32
30630,556,617,122
30982,556,650,111
31506,556,673,97
33574,556,768,132
22094,556,608,190
73035,556,688,177
15456,556,641,100
16154,556,556,186
16909,557,598,108
17473,557,671,131
49829,557,1497,101
81869,557,795,159
52896,557,624,23
53231,557,647,190
54585,557,815,10
56208,557,569,186
35894,557,871,110
43169,557,663,48
26940,557,614,190
29367,557,584,76
18501,557,654,115
18549,557,623,108
18748,557,636,117
26356,557,602,188
25467,558,712,172
52000,558,1357,102
53092,558,581,184
46391,558,967,22
51388,558,1396,102
15645,558,653,97
17290,558,716,131
83884,558,723,23
68613,558,557,3
77897,558,560,186
39601,558,2819,77
40411,558,1774,45
41159,558,3209,63
42782,558,1746,39
328,559,13969,2
11750,559,826,110
12077,559,732,135
12328,559,730,118
57457,559,775,22
18275,559,598,64
18534,559,625,134
18624,559,673,115
69340,559,576,184
73878,559,1918,75
80186,559,570,187
68397,560,581,4
75973,560,4368,49
52060,560,4368,50
57717,560,570,191
11831,560,689,119
11937,560,680,127
11983,560,700,139
12139,560,721,122
12148,560,702,122
17173,560,617,108
17440,560,616,109
42056,560,716,44
42191,560,641,182
50162,560,1355,106
18368,560,585,114
18593,560,620,128
19175,560,1357,102
31283,560,728,134
31509,560,689,123
31810,560,650,84
34731,560,729,135
29323,561,615,103
40023,561,703,37
59938,561,563,45
11519,561,704,141
15185,561,603,106
15677,561,616,109
15725,561,659,137
18351,561,4504,51
49514,561,1537,30
50058,561,1422,100
50515,561,715,182
51300,561,1559,90
51427,561,600,187
81439,561,4685,33
34080,562,742,143
34802,562,1232,4
69838,562,686,10
70274,562,581,188
72881,562,562,6
73875,562,2064,75
75246,562,655,180
77699,562,566,186
78395,562,568,187
38742,562,4857,18
39709,562,593,184
43919,562,566,188
44763,562,620,54
11529,562,706,94
11555,562,652,117
13373,562,602,92
15582,562,637,125
18017,562,632,110
19083,562,1316,103
21962,562,614,192
22122,562,620,186
22473,563,629,187
69781,563,3081,61
82401,563,766,166
34551,563,1807,27
11852,563,688,125
12136,563,635,138
14316,563,566,187
15689,563,613,111
16913,563,681,138
36464,563,1189,4
39485,563,3090,75
43518,563,583,43
46857,563,889,31
44996,564,977,33
45603,564,3340,23
50466,564,714,20
50921,564,927,51
18233,564,630,123
19632,564,731,180
53572,564,678,179
55054,564,1162,16
56557,564,686,169
59874,564,589,188
77338,564,566,190
78933,564,567,189
38825,564,2513,111
30304,564,684,183
34823,564,886,12
329,564,713,172
12224,564,651,98
12826,564,657,96
12948,564,591,79
11916,565,701,121
12305,565,831,151
13055,565,619,100
14246,565,599,65
14391,565,633,92
62871,565,564,6
24584,565,583,188
82922,565,624,195
85187,565,566,189
47594,565,812,157
50006,565,703,175
50841,565,583,21
51146,565,1537,94
56297,565,667,178
56806,565,582,189
70032,565,682,9
71242,565,582,15
36048,565,565,218
36370,565,3678,26
42813,566,576,191
43016,566,585,188
47575,566,613,191
48253,566,2904,30
18193,566,598,81
18625,566,660,119
25892,566,593,195
14973,566,660,109
17465,566,641,113
85549,566,571,189
78434,566,571,190
28498,566,607,202
30306,566,686,179
56461,566,586,189
58239,567,589,191
12086,567,628,112
12263,567,698,127
45060,567,675,51
46540,567,602,188
39501,567,686,11
42356,567,597,186
42479,567,2096,38
20715,567,685,179
23409,567,1292,26
25848,567,597,192
27488,567,603,195
29709,567,621,80
30481,567,729,95
72130,567,3850,51
79193,567,584,186
77010,568,571,189
36529,568,1835,26
669,568,3992,82
14470,568,576,189
15315,568,618,97
17568,568,644,124
57566,568,575,191
46788,568,1344,50
31064,568,681,91
33766,568,1217,147
80265,568,571,189
17863,568,604,93
17900,568,629,96
25127,568,745,183
25308,568,784,174
26498,568,606,192
17750,569,662,115
17849,569,690,138
18254,569,1550,35
18999,569,927,102
21016,569,623,196
51956,569,602,187
57048,569,577,193
38043,569,1601,95
38736,569,585,190
43425,569,614,8
43609,569,678,57
63229,569,785,10
85422,569,568,190
46051,569,970,36
51012,569,1537,17
26775,569,590,205
30698,569,675,108
30910,569,741,118
31244,569,741,119
33713,569,568,24
30969,570,653,122
34053,570,665,139
41002,570,803,45
41034,570,712,82
41912,570,1230,66
54426,570,688,185
55946,570,4457,16
77041,570,571,191
18056,570,602,82
18205,570,617,110
18856,570,614,98
19432,570,775,168
25377,570,1638,96
25929,570,604,194
26512,570,593,202
11760,570,789,141
13816,570,623,99
14967,570,697,116
48404,570,1385,104
63812,570,3496,75
82243,570,663,189
81895,571,775,173
17804,571,670,105
26533,571,604,195
36029,571,570,67
37565,571,6652,3
39935,571,11150,22
41794,571,847,71
42771,571,829,57
70626,571,570,191
78611,571,571,191
62317,571,575,196
65989,571,593,4
67857,571,579,190
11366,571,1592,95
11934,571,706,109
12041,571,891,133
13561,571,634,98
15201,571,673,117
17614,571,644,100
46902,571,608,10
47015,571,781,174
39212,572,592,191
39309,572,595,190
40497,572,1927,54
43312,572,3988,59
80762,572,571,90
28111,572,636,197
30308,572,692,183
31606,572,726,115
31802,572,628,94
55984,572,611,190
19767,572,733,196
12034,572,745,110
16293,572,571,191
68388,572,571,4
60847,572,585,193
64292,572,620,55
65917,572,610,3
67553,572,677,6
59652,573,577,192
65337,573,1460,9
51941,573,1287,113
58662,573,606,186
43655,573,607,188
45924,573,699,45
47605,573,809,166
50714,573,706,190
37186,573,583,12
43515,573,606,194
43586,573,845,50
29716,573,647,80
31624,573,717,125
34095,573,676,106
34566,573,670,137
77958,573,577,191
18818,573,653,124
24533,573,612,191
25861,573,601,198
12365,573,859,134
16283,573,647,116
14991,574,650,102
15290,574,683,124
15299,574,665,144
17502,574,666,121
42264,574,845,41
52746,574,768,18
56619,574,724,165
57866,574,705,172
85455,574,573,193
59812,574,581,195
47522,574,760,180
49098,574,1201,26
50139,574,587,189
17932,574,608,79
18136,574,662,125
18817,574,630,124
22404,574,618,194
26555,574,612,201
30299,574,2445,141
30552,574,635,90
30567,574,636,108
30915,574,663,101
31832,574,735,118
33705,574,1355,109
73998,574,573,6
79483,574,575,192
78858,575,589,192
11904,575,719,101
16215,575,686,135
40533,575,3363,62
40854,575,619,190
47523,575,620,35
48092,575,714,189
17978,575,626,104
19597,575,767,177
21687,575,637,191
25273,575,756,186
11659,576,673,109
12016,576,800,133
69626,576,668,184
51695,576,1346,112
58953,576,593,193
62372,576,595,190
45541,576,606,194
51027,576,1344,115
34837,576,2150,3
35799,576,2989,4
36341,576,4896,32
36495,576,1682,5
41308,576,1909,40
69789,577,582,194
18000,577,671,115
19319,577,802,168
21734,577,628,197
26155,577,613,194
11525,577,652,127
11724,577,717,122
12840,577,790,137
13141,577,621,103
84570,577,1656,93
46970,577,719,149
47814,577,710,156
46928,578,788,171
51203,578,723,169
51496,578,1675,94
77012,578,581,193
79571,578,578,192
59030,578,606,191
43164,578,1924,87
18037,578,653,105
18095,578,667,92
18913,578,714,132
19810,578,772,181
22784,578,685,183
26538,578,620,201
66403,578,667,186
26820,578,615,193
30890,578,655,124
31472,578,702,109
33830,578,873,137
31575,579,723,105
35043,579,578,8
38982,579,1959,92
43059,579,1739,39
43219,579,598,192
11524,579,732,135
11783,579,756,151
13812,579,610,88
16298,579,637,86
16456,579,663,128
46771,579,684,37
54886,579,631,191
59773,579,597,189
61782,579,605,195
85838,579,621,30
17834,579,626,87
18352,579,613,118
19551,579,775,179
17837,580,609,63
18925,580,645,119
26488,580,626,196
46602,580,647,27
50238,580,1394,110
38926,580,760,134
40368,580,2896,7
79918,580,583,196
29704,580,758,102
31514,580,792,119
33806,580,790,141
34072,580,786,135
14896,580,650,70
15080,580,636,102
15588,580,683,119
82413,580,756,183
66801,580,590,194
59832,581,589,194
38813,581,5656,45
41529,581,2133,44
17761,581,653,105
17922,581,666,112
18369,581,641,98
18460,581,639,115
18531,581,706,122
23492,581,1303,22
46821,581,721,153
49238,581,735,165
80780,581,1245,17
715,581,9442,46
17540,581,672,105
11663,582,716,129
11702,582,721,105
14951,582,663,124
30528,582,694,131
69101,582,696,21
54215,582,733,165
56159,582,588,194
49889,582,814,18
51601,582,1419,109
43669,583,1228,53
43847,583,589,197
46154,583,582,3
46394,583,602,196
30808,583,648,109
18028,583,661,127
37142,583,1626,56
61108,583,609,12
67903,583,1512,81
67922,583,1847,59
11932,583,742,128
13157,583,676,111
52502,583,602,193
55898,583,662,192
56293,583,612,204
83077,583,626,200
77093,583,591,196
71967,584,591,3
77726,584,591,196
63006,584,593,195
21191,584,614,200
44375,584,739,43
28804,584,6059,15
29705,584,839,118
36524,584,6966,4
40354,584,1587,15
40839,584,2491,64
12010,584,821,108
14614,584,695,103
11775,585,899,146
11998,585,694,127
12234,585,752,127
12427,585,723,123
12782,585,702,116
26815,585,631,201
23763,585,1587,99
79428,585,584,195
44243,585,750,51
53188,585,780,22
53446,585,649,187
54621,585,589,12
59050,585,606,195
51816,586,592,198
79868,586,606,200
33890,586,819,136
12252,586,719,139
12704,586,762,150
12964,586,642,69
60534,586,592,198
22828,586,777,182
43746,586,1815,41
84824,586,4844,57
41613,586,2220,40
35984,587,2125,13
31304,587,714,112
33908,587,766,136
53553,587,634,188
68412,587,606,195
11645,587,725,141
15398,587,730,147
18592,587,721,126
47345,587,818,174
48039,588,729,151
73434,588,708,188
76372,588,4041,196
61391,588,596,197
53707,588,713,182
56017,588,599,196
17907,588,610,69
19754,588,766,186
22743,588,659,193
85833,588,4768,41
43861,589,962,43
38314,589,6339,75
39855,589,590,197
40404,589,3157,79
42384,589,598,197
42953,589,1928,37
73932,589,2171,73
17858,589,656,125
18430,589,638,92
18680,589,681,134
51822,589,1377,114
14416,589,696,116
15424,589,685,127
330,590,668,194
11658,590,726,153
14745,590,669,113
36401,590,1119,20
39667,590,3440,72
40202,590,2854,67
40212,590,687,94
40794,590,2049,44
42997,590,1929,43
85443,590,590,199
30963,590,700,112
31039,590,794,125
31180,590,701,104
59734,590,598,198
59992,590,664,17
65207,590,590,198
43819,590,1294,50
44059,590,1475,35
18393,590,670,129
21509,590,631,198
26264,590,618,204
18063,591,628,95
18520,591,648,128
18701,591,632,100
19818,591,776,185
21902,591,648,199
60272,591,596,198
64108,591,613,196
12460,591,779,133
27012,591,628,201
27463,591,624,205
31817,591,649,72
33763,591,714,119
33913,591,731,135
34033,591,732,123
51447,591,692,194
47211,592,603,201
11676,592,745,143
11709,592,714,119
19147,592,1662,96
19331,592,768,187
19541,592,789,187
84319,592,2256,64
26947,592,618,204
77490,592,594,198
52135,592,683,29
55346,592,594,23
55866,592,602,199
18719,593,633,123
12820,593,783,134
51046,593,741,187
42111,593,1959,39
63614,593,607,197
63876,593,613,200
83559,593,914,145
31149,593,715,86
34656,593,788,117
31831,594,697,92
33516,594,3194,72
38154,594,4513,145
40098,594,611,201
40201,594,3746,39
11834,594,782,140
18461,594,648,106
26183,594,625,206
46363,594,626,197
47296,594,625,196
49971,594,679,199
50416,594,740,181
68055,594,593,3
79779,595,601,200
80057,595,599,200
18616,595,736,138
18872,595,679,124
23382,595,1074,23
39164,595,1834,68
27423,595,623,204
44737,595,676,50
83330,595,792,168
82163,596,773,201
82539,596,760,181
35557,596,775,143
39032,596,6811,44
40881,596,2432,45
17924,596,696,94
18025,596,678,132
19743,596,776,197
26606,596,638,203
53522,596,730,187
58790,596,829,16
72259,596,596,12
11860,596,737,106
12471,596,644,196
17233,596,621,83
46809,596,746,155
48964,596,3167,24
27672,596,628,200
33841,596,775,138
63096,596,623,206
65737,597,620,198
77635,597,610,198
78766,597,597,200
17901,597,743,104
18891,597,651,123
84187,597,6745,50
55068,597,596,8
11716,597,740,137
14576,597,599,200
14947,597,677,136
15902,597,738,93
49385,597,609,201
40407,598,3091,63
40831,598,2249,78
41472,598,616,197
18807,598,709,130
15705,598,674,142
17307,598,617,99
27534,598,639,211
31093,598,683,99
31220,598,768,126
52056,598,616,198
52492,599,2088,93
38437,599,1326,108
39281,599,625,97
41373,599,634,204
42026,599,645,197
65658,599,8048,46
68568,599,950,144
30301,599,3228,126
18576,599,680,122
24436,599,1089,116
11640,599,747,125
15722,599,665,69
16146,599,683,84
331,600,1200,120
1998,600,1700,105
1999,600,1800,100
2016,600,1780,100
2017,600,2100,90
11853,600,730,123
12740,600,805,138
14228,600,637,80
15233,600,1794,71
17574,600,654,112
17622,600,1357,120
62906,600,618,202
40168,600,3290,90
42186,600,1067,44
84314,600,719,180
52332,600,5200,30
52421,600,669,30
56723,600,1060,30
45881,600,14703,11
49684,600,1002,110
49893,600,621,201
18224,600,659,104
19957,600,839,177
22307,600,651,206
72110,600,4239,67
30530,600,647,94
31168,600,693,89
32600,600,640,109
33904,600,2372,88
27773,601,637,212
28428,601,2827,73
31570,601,1012,134
34320,601,1367,65
57187,601,762,171
37758,601,1344,123
42849,601,610,199
43432,601,607,200
716,601,17026,32
717,601,47598,10
11493,601,600,201
12025,601,686,83
15327,601,648,140
15889,601,3379,60
63561,601,3148,9
81317,601,602,200
85425,601,611,201
68682,601,602,4
75320,601,602,200
77884,601,605,201
78471,601,603,201
43641,601,2032,63
46126,601,704,40
18696,601,680,98
21281,601,5229,66
18265,602,684,127
18313,602,671,111
19716,602,801,188
21471,602,640,205
21499,602,636,204
22294,602,647,206
61075,602,612,24
40454,602,3224,83
41586,602,770,21
31089,602,775,98
31110,602,732,85
52656,602,646,200
54310,602,629,200
13590,602,652,89
48027,602,805,28
80713,602,1231,24
83058,603,671,205
55462,603,626,201
39423,603,891,113
41721,603,1642,68
64729,603,639,11
30862,603,777,144
46072,603,635,198
46279,603,618,205
51425,603,759,175
12260,603,763,145
12285,603,820,137
14699,603,733,93
79790,603,608,201
63959,604,2813,92
65168,604,684,7
19573,604,833,182
81245,604,814,176
38937,604,810,176
38968,604,806,178
12061,604,786,137
13893,604,709,130
29242,604,1205,113
44694,604,666,46
45784,604,1808,40
47048,604,607,204
44585,605,1516,36
45858,605,1464,48
81402,605,7352,16
85341,605,604,202
68575,605,640,197
69754,605,780,3
77449,605,604,201
25873,605,635,207
40094,605,3658,92
42482,605,1686,39
11416,605,1645,106
12128,605,826,135
12167,605,833,134
12311,605,763,113
15358,605,643,127
11749,606,683,117
78790,606,608,202
43802,606,1704,41
44102,606,2997,54
83578,606,1535,110
84980,606,605,202
42663,606,645,206
43128,606,609,203
27791,606,636,207
29229,606,5626,50
30875,606,671,114
19379,606,786,202
25644,606,650,210
18216,607,649,117
18736,607,684,118
26458,607,638,211
49645,607,838,177
11605,607,693,132
53181,607,734,198
53197,607,740,190
55949,607,750,176
62204,607,669,10
37479,607,613,31
39366,607,5940,93
39370,607,629,84
39740,607,606,30
43592,607,1688,39
37838,608,4589,63
12262,608,763,129
14939,608,744,148
16145,608,690,109
25057,608,1212,104
44391,608,615,202
46651,608,821,188
78992,608,614,204
60230,608,3424,86
64508,608,1132,143
33795,608,799,132
30444,609,692,86
30768,609,714,125
31275,609,685,101
34263,609,761,136
34806,609,3157,75
11503,609,749,135
14618,609,673,92
40061,609,627,206
21994,609,647,218
62548,609,3590,6
67671,609,650,199
71425,609,613,205
79402,609,643,205
40906,610,1309,67
42462,610,1756,41
42978,610,695,63
53431,610,624,13
57914,610,644,202
43727,610,787,38
44169,610,766,60
47245,610,668,201
63234,610,636,203
65296,610,610,5
17872,610,692,109
18562,610,710,152
25286,610,840,181
18711,611,686,144
25166,611,1879,93
30615,611,654,110
31755,611,849,108
12226,611,852,151
13624,611,687,94
81363,611,610,204
84714,611,3113,85
85439,611,613,207
31522,612,792,140
33725,612,2207,10
52945,612,625,204
53858,612,641,205
54563,612,622,204
38944,612,818,178
38948,612,826,176
41833,612,784,70
72416,612,834,182
77008,612,615,205
77832,612,626,201
12994,612,663,81
15084,612,700,136
60207,612,1565,116
60200,613,677,6
63462,613,657,206
39517,613,672,204
53484,613,751,187
54022,613,620,206
22480,613,671,207
11683,613,862,127
12323,613,639,205
12888,613,790,132
15022,613,683,120
68440,613,661,198
53221,614,880,25
59530,614,615,207
85580,614,613,204
39135,614,1007,116
39383,614,1702,77
40312,614,2037,89
43346,614,1625,39
11669,614,793,154
12289,614,693,123
15064,614,807,146
18213,614,694,119
18865,615,660,101
26583,615,660,213
84885,615,614,205
75326,615,866,171
77141,615,616,205
79584,615,624,205
31496,615,837,129
33847,615,819,139
34653,615,614,303
57420,615,653,201
59108,615,915,9
11639,615,742,131
14606,615,685,114
35071,615,1171,141
40879,615,2451,52
41873,615,1133,52
44486,615,643,206
48080,615,865,178
50730,616,1650,106
30574,616,739,129
83971,616,6760,136
84432,616,5989,30
21155,616,714,201
23212,616,1121,26
37635,616,3900,68
